0.11583,3.2086
-2.0226,-2.1795
-0.14409,-2.8517
-2.1893,1.9992
0.28942,2.7456
-0.4643,2.7618
3.1278,-0.12016
0.19555,-3.4369
-2.5261,-2.003
-1.8266,-2.2574
1.9423,2.0923
-0.056697,2.3042
-3.2817,0.018281
2.9109,0.152
1.724,-2.3486
-2.2543,-2.1593
-0.15025,-3.121
1.7451,-2.5301
-2.542,-0.48323
-1.7985,2.7738
2.0677,2.4695
-2.0247,1.9219
-0.07337,3.0237
-1.9706,2.0987
-2.2776,2.641
2.1082,2.3316
1.8614,-2.4954
-2.4315,2.6835
-0.032525,-2.8894
0.15299,2.7938
-0.09461,-2.4531
2.3394,-2.1005
-2.2881,-2.7059
-2.2887,2.5236
1.9318,-2.106
0.12147,-2.9813
2.5018,0.11546
0.17178,-2.7538
2.1562,2.1349
-2.9979,-0.1478
2.0746,-0.0045281
3.5104,-0.18927
-2.4074,2.2915
-2.2961,2.3727
-0.081995,-3.1433
2.6456,1.7862
-2.3604,-2.2618
-0.69911,-2.6093
-0.50039,3.2328
0.036247,-3.0166
2.8499,0.051325
2.0346,-1.7854
2.4012,-2.1323
-0.64749,-3.1304
2.2029,2.0439
2.9597,2.3225
0.38957,3.1192
-2.4311,1.7792
3.2254,-0.28791
-1.8242,2.3901
-1.9998,2.7994
-1.7637,-2.5751
-1.8112,-2.4413
1.6131,1.7759
2.5465,-2.1632
2.8269,-0.54661
3.2673,-0.04769
-3.2904,0.19548
-0.089469,-3.0536
-2.1033,1.8111
-2.9536,2.4701
-1.843,1.903
3.2076,0.41644
2.0825,1.7965
2.7713,0.76665
-2.332,2.293
-1.9178,2.4127
-1.6639,-1.785
2.1222,1.989
0.077344,-2.7954
3.1101,-0.08295
-2.5124,2.3189
2.5584,-2.021
-2.4456,1.7861
-3.0119,-0.53365
-2.6208,2.438
-1.776,2.1706
0.11958,-3.0237
-2.4093,-0.93329
-0.17734,3.211
-2.8172,-1.8621
3.1299,-0.059406
-0.055582,3.3552
2.4423,2.1903
-2.8985,-0.1668
-2.1926,1.8728
0.1053,3.1697
-0.2001,2.9917
0.32936,2.9869
3.383,-0.42424
-1.8853,2.3393
3.0467,-0.069365
-0.014272,3.1764
1.8967,-1.9719
-0.54488,2.6604
-3.0346,0.071219
0.29277,-3.2171
1.9934,2.0145
-2.1224,2.02
3.2964,0.0047283
2.1397,-2.4339
-2.5798,-1.4468
0.1804,3.0207
-2.1243,-2.3839
-2.3269,1.9293
-1.9133,-2.0059
2.4891,-0.37788
0.62063,-2.7982
-2.2387,1.8085
2.8107,0.42811
0.48547,-2.3231
-2.6019,-2.6421
0.20748,-2.7446
0.037696,-2.6868
-0.18617,-3.3012
-2.3261,1.9183
2.9968,-0.19119
2.3725,1.9445
0.20238,2.982
-3.0152,-0.54226
-2.9871,0.030134
-1.9737,1.9959
1.5402,2.4035
2.6621,-0.30334
3.3263,0.058716
0.12686,-2.8781
2.879,0.28705
2.7546,-0.12959
2.519,1.6639
2.6595,1.7873
-2.494,1.701
0.11281,-2.6571
2.6357,2.2249
1.861,-1.994
-2.3433,2.5121
0.054232,-2.7147
2.8753,0.030065
-2.5963,2.3135
-2.0112,-2.1859
-2.3342,-1.8321
2.7233,-2.1792
2.6206,0.20632
2.305,-2.397
2.6637,2.0981
-2.3632,0.16091
1.7149,2.4933
-2.1334,2.1838
2.0929,-2.9029
-0.024006,-3.4004
-0.41259,2.7595
2.0732,-2.1793
-2.3845,2.6165
-2.9285,-0.34883
-0.022619,2.9367
0.23411,3.2001
3.2915,-0.18926
-0.22394,3.3305
-3.3654,-0.25529
2.1383,-1.8482
2.1638,-2.1268
-2.1338,2.2196
0.0098793,-3.23
-3.0964,1.1362
-3.1081,0.1373
2.7503,0.30853
1.5735,-2.5802
2.5254,-1.3837
-1.8069,-2.132
-2.8781,-0.47391
-0.012501,-2.9158
2.3269,-2.8221
0.065365,3.122
-3.356,0.025857
3.5121,0.21733
-1.8635,2.1537
-0.22409,2.6566
0.25218,2.4028
1.3857,-2.1321
-1.835,2.2131
2.2286,-2.0722
-2.8685,-0.36305
-2.2326,2.8047
2.004,-1.8936
3.3626,-0.087792
0.50188,3.0063
0.33773,3.3095
3.2471,-0.17328
-3.5733,-0.23583
-2.718,-0.10411
2.1058,-2.3751
0.39396,-2.8868
2.1278,-1.659
-2.7238,0.39549
0.24276,-2.4431
3.3204,0.068468
-1.4729,-2.1374
2.5228,-2.1403
2.2988,2.1895
3.0532,0.022684
1.7522,-2.0267
3.1344,0.081359
-0.3432,2.5963
-3.6396,0.36444
2.6551,0.34681
-0.28294,-2.7843
0.38968,3.2866
2.1916,2.2013
0.19329,-3.0314
0.077262,-3.2675
1.5899,2.4895
-3.1398,0.29162
-2.6242,-1.9138
0.04585,-3.0001
2.3794,1.6485
-2.5519,1.2912
-2.6523,-2.0731
1.6336,-2.0078
1.8066,2.4068
1.9729,-2.0501
2.7916,0.38156
-2.9315,0.38874
-0.20462,-3.3243
2.035,-2.731
2.0481,2.2651
-0.65398,3.3262
2.81,-2.036
-3.0913,0.31884
-0.099349,-3.0149
2.716,0.17057
3.0071,0.59141
-2.0042,-1.9415
-0.089574,-3.5227
2.522,2.1706
1.819,1.8241
1.9589,-1.6974
3.0963,-0.41163
-0.22126,-3.2376
1.9975,-2.5018
-3.2444,0.56458
-2.1462,1.6794
2.0948,-2.3815
3.3778,-0.76496
2.4009,2.1241
-0.55946,-2.7976
0.049222,3.483
0.084124,-2.7543
0.41109,-3.1672
3.0365,-0.30644
-0.05552,3.1452
0.35591,-2.5914
1.6965,-1.9392
-2.8392,-1.7392
-0.10988,2.8125
-0.06628,3.7625
0.032972,3.2334
-3.1243,-0.013336
-1.7405,-1.9223
0.073593,-3.2956
-1.9503,-2.1566
-1.7849,-2.6034
0.041901,3.1984
2.1188,1.759
1.7701,-1.8752
-0.12797,2.8249
-3.1554,-0.1673
-0.30187,-2.6717
-0.016429,-2.8484
-0.37409,-2.2063
2.2246,-2.9857
1.7208,2.1689
-2.4503,-2.2129
-3.189,-0.15376
-2.8462,0.87892
0.3684,-2.8588
1.6914,-1.9349
-2.3276,-1.9159
1.9545,-1.5299
-3.1653,0.091032
2.8003,-0.11397
-0.27202,-2.9676
3.404,0.3621
-0.34534,-2.5574
-2.5206,2.2429
-0.16264,-2.6733
1.5337,-2.1589
-0.15068,-2.6526
2.7836,2.1628
0.23068,-3.0445
0.212,3.3992
0.22024,3.2029
-1.8713,2.0865
-2.4727,-2.8139
-3.1219,-0.31688
2.5666,2.4254
-0.30224,-2.5689
3.0164,-0.21382
-2.3713,-1.7193
0.5653,-2.5013
2.7735,-0.23012
3.374,0.18206
-2.925,0.038076
0.046783,2.6831
-3.3089,-0.059786
2.4514,1.7615
2.4872,2.3592
1.9939,2.1412
2.1758,2.0236
-2.0632,2.335
0.23904,-3.1868
-3.3273,-0.035818
3.3814,0.016394
2.373,-2.2464
-2.9244,0.19054
2.1634,-2.2516
2.2685,-1.8922
2.2583,-1.8038
2.1463,2.1106
-1.7671,2.1206
2.2199,2.3245
-2.1542,-2.2903
-3.313,0.36964
0.049166,3.2431
3.1082,0.12982
2.6372,-1.616
-0.36567,-3.2257
-0.45196,-3.3736
2.049,-1.9944
-2.4797,1.7827
2.5942,-2.3744
2.2926,1.9973
-3.8841,-0.53413
-1.8726,-1.7676
1.9923,2.313
0.33933,-3.4843
-3.2829,0.12219
2.0772,-2.2439
2.3621,2.4177
2.8328,2.1554
0.54345,-2.5402
0.037268,3.2488
1.909,1.9894
2.3068,1.5257
-2.5921,0.1371
-3.0627,0.07962
-2.0492,-1.9894
3.2801,0.062064
3.1277,-0.27127
-2.4038,-1.8315
-2.609,0.55082
-2.0826,-1.9447
-3.1155,-0.5171
1.7004,1.9418
3.188,0.074294
2.3755,-0.11672
-2.2659,-2.5897
3.2932,0.012317
-3.2207,-0.063348
-0.10212,-3.0211
-0.12017,3.478
3.1877,-0.097026
-2.5848,0.081197
-2.5502,2.0964
-2.0117,-2.1191
-2.0582,2.1644
-0.27146,-2.9308
-0.23165,-2.5008
-2.5794,2.5519
1.9194,-2.2278
-0.063376,-2.9432
2.1279,2.4467
2.0984,-2.1321
-0.30678,2.9678
0.56224,2.9534
-2.1991,1.7923
-2.1104,1.7753
-1.9822,-1.8849
-0.0057312,2.83
-1.8083,-1.7982
-2.1845,2.1666
-1.7102,-2.2451
-2.2423,-2.6681
2.4963,-0.28699
-0.053518,-3.2517
-0.52245,3.229
-2.6527,2.3682
1.875,-1.9082
2.2758,-2.1707
-2.352,-2.1038
0.031546,3.101
-0.39292,3.1695
0.022817,3.1268
-1.2788,-2.7289
-2.9217,0.30541
2.1939,2.3059
3.1842,-0.12367
2.3128,-2.1508
-0.36656,2.6866
-2.2695,1.939
-1.6905,2.1801
-3.228,0.069766
-0.89011,2.9432
-1.8007,-2.0576
-2.5642,2.153
-0.32624,3.0164
0.24968,3.3322
-0.034973,2.5189
-2.233,2.4927
0.21559,-3.0163
0.35889,3.0788
-2.3481,-1.8048
-1.9383,-1.7435
-3.3833,-0.02464
-1.6952,-2.1361
